sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
屏東（琉球）,屏東縣,14,,良好,0.3,0.03,7.4,8.9,8,7,0.7,1,0.3,0.6,104,"2024-06-21 04:00",,0,4.2,8,0,120.37722,22.35222,204
臺南（麻豆）,臺南市,13,,良好,0.4,0.11,4.1,4.8,14,4,5.9,7.4,1.5,0.2,138,"2024-06-21 04:00",,0.1,4,12,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,15,,良好,0.7,0.15,3.7,5.4,10,7,5,5.8,0.8,0.9,157,"2024-06-21 04:00",,0.1,4.5,10,0,120.24535,22.87985556,202
彰化（員林）,彰化縣,17,,良好,1.3,0.05,10,14.3,9,6,3.1,4.2,1.1,0.4,89,"2024-06-21 04:00",,0,5.2,13,1,120.56373,23.96117,201
大城,彰化縣,12,,良好,1.4,0.06,3.1,9.8,15,2,6,6.7,0.6,0.4,303,"2024-06-21 04:00",,0,2.8,12,1,120.26964167,23.85493056,85
富貴角,新北市,24,,良好,0.7,0.18,10.9,13.6,14,6,8.5,8.8,0.3,1.6,236,"2024-06-21 04:00",,0.1,7.5,18,0,121.53656894,25.29681695,84
麥寮,雲林縣,10,,良好,1.3,0.09,5.6,9.0,9,2,2.5,3.1,0.6,1.8,171,"2024-06-21 04:00",,0.1,3,9,1,120.251825,23.753506,83
關山,臺東縣,20,,良好,0.4,0.07,0.2,2.5,29,5,2.4,4.2,1.7,0.5,85,"2024-06-21 04:00",,0,3.2,20,0,121.161933,23.045083,80
馬公,澎湖縣,13,,良好,0.7,0.07,13,14.5,4,0,2.7,3.2,0.4,0.3,185,"2024-06-21 04:00",,0.1,0.3,3,0,119.566158,23.569031,78
金門,金門縣,11,,良好,0.5,0.08,9.6,12.3,7,2,5.9,7.1,1.2,1.7,207,"2024-06-21 04:00",,0,1.5,3,0,118.312256,24.432133,77
馬祖,連江縣,12,,良好,0.7,0.09,6.2,10.8,14,4,7.2,7.9,0.7,3.1,219,"2024-06-21 04:00",,0,2.6,12,0,119.93149378,26.15188416,75
埔里,南投縣,31,,良好,0.8,0.15,2.2,6.8,23,6,3.8,5,1.1,0.9,189,"2024-06-21 04:00",,0.1,9.6,18,1,120.967903,23.968842,72
復興,高雄市,9,,良好,2.3,0.13,3.4,4.7,5,4,5.2,6.6,1.3,1.2,89,"2024-06-21 04:00",,0.1,2.9,5,1,120.312017,22.608711,71
永和,新北市,45,,良好,0.3,0.22,4,9.0,27,14,6,7.9,1.8,1.3,155,"2024-06-21 04:00",,0.4,13.9,23,1,121.516306,25.017,70
竹山,南投縣,27,,良好,0.8,0.07,2.5,7.7,15,7,3.7,4.6,0.9,0.3,308,"2024-06-21 04:00",,0,8.3,15,0,120.677306,23.756389,69
中壢,桃園市,31,,良好,,0.23,6.5,8.5,17,10,9.6,13.5,3.9,0.2,269,"2024-06-21 04:00",,0.5,9.4,12,0,121.221667,24.953278,68
三重,新北市,44,,良好,0.6,0.54,1.4,5.5,25,12,19.9,35,15,-,-,"2024-06-21 04:00",,0.7,13.4,24,1,121.493806,25.072611,67
冬山,宜蘭縣,30,,良好,0.1,0.21,0,3.7,38,8,5.8,8.7,2.9,1.3,295,"2024-06-21 04:00",,0.1,8.8,30,0,121.792928,24.632203,66
宜蘭,宜蘭縣,14,,良好,0.7,0.13,7.8,9.9,15,4,3.6,4.1,0.5,0.3,226,"2024-06-21 04:00",,0.1,4,14,0,121.746394,24.747917,65
陽明,臺北市,17,,良好,0.4,0.12,16.7,18.7,7,5,2.6,3.4,0.7,2.2,60,"2024-06-21 04:00",,0.1,5,11,0,121.529583,25.182722,64
花蓮,花蓮縣,9,,良好,,,,10.1,15,1,,,,2.3,227,"2024-06-21 04:00",,0,2.3,9,0,121.599769,23.971306,63
臺東,臺東縣,9,,良好,2,0.06,1.1,2.7,12,0,4.8,6.2,1.4,0.2,306,"2024-06-21 04:00",,0.1,0.6,9,0,121.15045,22.755358,62
恆春,屏東縣,18,,良好,0.5,0.09,7.5,8.2,9,4,0.9,1.2,0.3,1.9,148,"2024-06-21 04:00",,0,5.5,7,0,120.788928,21.958069,61
潮州,屏東縣,11,,良好,0.2,0.05,2.7,3.5,5,2,2.5,2.8,0.2,0.8,72,"2024-06-21 04:00",,0,1.3,11,0,120.561175,22.523108,60
屏東,屏東縣,12,,良好,0.5,0.1,1.7,4.8,13,4,6.1,7.2,1.1,0.4,48,"2024-06-21 04:00",,0.1,2.2,12,0,120.488033,22.673081,59
小港,高雄市,17,,良好,4,0.4,1.3,3.8,19,8,10.1,18.6,8.4,1.8,135,"2024-06-21 04:00",,0.3,5.3,17,2,120.337736,22.565833,58
前鎮,高雄市,9,,良好,3.3,0.1,4.5,5.6,8,2,5.6,7.1,1.5,0.3,121,"2024-06-21 04:00",,0.1,2.8,9,1,120.30833356,22.6044507,57
前金,高雄市,10,,良好,1.7,0.07,3.9,4.4,15,2,6.4,6.9,0.5,1.9,166,"2024-06-21 04:00",,0,1.6,7,1,120.28676111,22.63390278,56
左營,高雄市,17,,良好,1.3,0.16,3.3,3.8,12,5,6.1,7.6,1.4,1.9,129,"2024-06-21 04:00",,0.1,5.2,12,1,120.292917,22.674861,54
楠梓,高雄市,13,,良好,3,0.13,1.4,4.7,11,6,8.9,13.4,4.5,1.8,154,"2024-06-21 04:00",,0.1,4.1,12,2,120.328289,22.733667,53
林園,高雄市,11,,良好,1.1,0.08,5.5,9.6,12,4,3.1,3.6,0.4,1.2,83,"2024-06-21 04:00",,0,2.9,11,0,120.41175,22.4795,52
大寮,高雄市,15,,良好,1.9,0.1,0.9,6.9,13,6,6.1,8.5,2.4,1.2,55,"2024-06-21 04:00",,0,3,15,0,120.425311,22.56413611,51
鳳山,高雄市,9,,良好,1.1,0.13,5.1,7.3,11,2,2.8,3.4,0.6,0.7,112,"2024-06-21 04:00",,0.1,1.7,9,2,120.357422,22.628126,50
仁武,高雄市,10,,良好,0.5,0.11,6.1,9.7,7,3,4.6,5.6,0.9,1.8,136,"2024-06-21 04:00",,0.1,3.2,7,1,120.332631,22.689056,49
橋頭,高雄市,19,,良好,1.3,0.1,1.6,4.5,11,7,7.3,8.6,1.2,2.1,139,"2024-06-21 04:00",,0.1,5.7,9,1,120.305689,22.757506,48
美濃,高雄市,14,,良好,0.7,0.1,4,7.4,19,4,2,2.7,0.6,0.5,42,"2024-06-21 04:00",,0.1,3.9,14,0,120.530542,22.883583,47
臺南,臺南市,12,,良好,0.7,0.1,3.3,7.6,6,1,7,7.9,0.8,1.4,160,"2024-06-21 04:00",,0,2.2,9,0,120.21947897,22.98928311,46
安南,臺南市,15,,良好,1.3,0.15,2.9,5.8,13,5,5.8,7.4,1.5,1.9,146,"2024-06-21 04:00",,0.1,4.7,11,1,120.2175,23.048197,45
善化,臺南市,20,,良好,0.1,0.05,4.8,5.9,11,6,2.8,3.8,0.9,1.6,147,"2024-06-21 04:00",,0,6.2,10,0,120.29740529,23.11337642,44
新營,臺南市,8,,良好,0.2,0.08,7,8.2,7,3,2.5,4.2,1.6,1.1,178,"2024-06-21 04:00",,0.1,1.4,8,0,120.31725,23.305633,43
嘉義,嘉義市,14,,良好,1,0.09,2.4,8.2,17,6,4.1,4.9,0.7,1.7,117,"2024-06-21 04:00",,0.1,4.4,12,0,120.44125148,23.46477865,42
臺西,雲林縣,13,,良好,0.9,0.11,2.3,7.2,13,2,5.4,6.2,0.7,1.8,177,"2024-06-21 04:00",,0.1,3.2,13,0,120.19933333,23.702175,41
朴子,嘉義縣,17,,良好,1.1,0.11,1,5.6,33,6,9.8,11.7,1.8,0.8,154,"2024-06-21 04:00",,0.1,3.4,17,0,120.2478,23.46538,40
新港,嘉義縣,27,,良好,1.2,0.06,9.1,11.0,11,5,3.9,5.1,1.2,0.7,183,"2024-06-21 04:00",,0.1,8.3,17,1,120.345531,23.554839,39
崙背,雲林縣,25,,良好,1,0.16,0.4,8.5,24,8,7.4,9.4,1.9,0.8,113,"2024-06-21 04:00",,0.1,7.8,17,0,120.348742,23.757547,38
斗六,雲林縣,17,,良好,0.7,0.09,7.9,12.8,10,7,2.8,3.7,0.9,1.6,110,"2024-06-21 04:00",,0.1,5.1,15,1,120.544994,23.711853,37
南投,南投縣,17,,良好,0.4,0.1,3.2,9.1,21,3,3.1,4.6,1.4,0.2,151,"2024-06-21 04:00",,0.1,4.3,17,0,120.685306,23.913,36
二林,彰化縣,37,,良好,1.4,0.12,2.9,10.4,34,9,9.4,11.2,1.7,1.7,143,"2024-06-21 04:00",,0.1,11.5,31,1,120.409653,23.925175,35
線西,彰化縣,14,,良好,0.9,0.12,6.3,15.2,20,0,7.5,7.6,0.1,2,169,"2024-06-21 04:00",,0.1,1.9,14,1,120.469061,24.131672,34
彰化,彰化縣,12,,良好,3.4,0.07,7.3,12.6,13,2,4.8,5.8,1,0.9,204,"2024-06-21 04:00",,0.1,3.7,11,1,120.541519,24.066,33
西屯,臺中市,21,,良好,1.3,0.13,4.3,10,19,6,6.5,8.5,2,1.4,185,"2024-06-21 04:00",,0.1,6.5,17,1,120.616917,24.162197,32
忠明,臺中市,15,,良好,0.8,0.14,6.3,11.6,15,2,4.9,6.2,1.3,2.1,200,"2024-06-21 04:00",,0.1,4.7,13,1,120.641092,24.151958,31
大里,臺中市,26,,良好,0.7,0.12,4.6,9.6,10,6,,,,1.4,246,"2024-06-21 04:00",,0.1,8.1,13,1,120.67844444,24.09961111,30
沙鹿,臺中市,11,,良好,1,0.12,7.7,12.5,13,1,6.5,7.5,1,1.8,155,"2024-06-21 04:00",,0.1,2.1,11,0,120.568794,24.225628,29
豐原,臺中市,13,,良好,0.9,0.11,12.3,14.2,7,1,2.2,3.1,0.9,2.4,189,"2024-06-21 04:00",,0.1,2.2,10,1,120.74252414,24.25699731,28
三義,苗栗縣,20,,良好,1.1,0.11,10,12.2,4,6,1.9,3.4,1.4,2.7,191,"2024-06-21 04:00",,0.1,6.2,8,1,120.75956754,24.38248443,27
苗栗,苗栗縣,19,,良好,1.1,0.08,9.8,11.6,0,3,2.9,3.3,0.4,3.2,225,"2024-06-21 04:00",,0.1,5.8,4,1,120.82011468,24.56499183,26
頭份,苗栗縣,12,,良好,1.8,0.14,8.2,10.5,10,1,4.7,5.9,1.2,2.7,236,"2024-06-21 04:00",,0.1,3.6,11,1,120.89869286,24.69690679,25
新竹,新竹市,12,,良好,0.4,0.12,7.1,6.7,3,3,6.2,6.9,0.7,2.5,236,"2024-06-21 04:00",,0.2,3.6,7,,120.97236752,24.8056356,24
竹東,新竹縣,19,,良好,0.2,0.1,1.2,3.3,17,11,3.1,4.2,1.1,0.2,127,"2024-06-21 04:00",,0.1,6,16,0,121.08895493,24.74091408,23
湖口,新竹縣,32,,良好,0,0.13,9.3,7.1,8,7,5.3,5.9,0.5,2.4,240,"2024-06-21 04:00",,0.1,9.8,12,0,121.03886894,24.90009696,22
龍潭,桃園市,25,,良好,1,0.11,9.6,10.6,14,7,5.4,6.1,0.7,0.9,179,"2024-06-21 04:00",,0.1,7.7,14,0,121.21645772,24.86400048,21
